"gebieden";"onderwerpen";"data_2000";"data_2001";"data_2002";"data_2003";"data_2004";"data_2005";"data_2006";"data_2007";"data_2008";"data_2009";"data_2010";"data_2011";"data_2012"
"Hoboken";"Aantal West-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"59";"70";"105";"135";"182";"205"
"Hoboken";"Aantal Centraal-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"108";"100";"111";"138";"157";"177"
"Hoboken";"Aantal Zuid-Afrikanen (regio)";"?";"?";"?";"?";"?";"?";"?";"x";"x";"x";"x";"x";"x"
"Hoboken";"Aantal Oost-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"6";"9";"11";"12";"22";"31"
"Hoboken";"Aantal Noord-Amerikanen";"?";"?";"?";"?";"?";"?";"?";"20";"23";"22";"20";"20";"20"
"Hoboken";"Aantal Zuid-Amerikanen";"?";"?";"?";"?";"?";"?";"?";"59";"70";"75";"81";"96";"112"
"Hoboken";"Aantal OceaniÃ«rs";"?";"?";"?";"?";"?";"?";"?";"x";"x";"x";"x";"x";"x"
"Hoboken";"Percentage Noord-Europeanen";"?";"?";"?";"?";"?";"?";"?";"0,0892163";"0,0831851";"0,0796133";"0,0703235";"0,0772542";"0,0697369"
"Hoboken";"Percentage West-Europeanen";"?";"?";"?";"?";"?";"?";"?";"2,1009008";"2,1742872";"2,4964458";"2,6779184";"2,8059817";"3,0791514"
"Hoboken";"Percentage Zuid-Europeanen";"?";"?";"?";"?";"?";"?";"?";"1,1713241";"1,1760656";"1,3050896";"1,3811533";"1,390575";"1,472521"
"Hoboken";"Percentage Oost-Europeanen";"?";"?";"?";"?";"?";"?";"?";"2,4520102";"2,6676611";"2,900199";"3,0126582";"3,3826288";"4,146662"
"Hoboken";"Percentage West-Aziaten";"?";"?";"?";"?";"?";"?";"?";"3,6521139";"4,00436";"4,3303952";"4,5710267";"4,958062";"5,4528874"
"Hoboken";"Percentage Centraal-Aziaten";"?";"?";"?";"?";"?";"?";"?";"0,1237517";"0,1606334";"0,1336366";"0,1547117";"0,1655446";"0,042915"
"Hoboken";"Percentage Zuid-Aziaten";"?";"?";"?";"?";"?";"?";"?";"0,161165";"0,1749756";"0,2018766";"0,1884669";"0,1876173";"0,2226216"
"Hoboken";"Percentage Oost-Aziaten";"?";"?";"?";"?";"?";"?";"?";"0,3367197";"0,3556881";"0,3923799";"0,3966245";"0,3973071";"0,4345144"
"Hoboken";"Percentage Noord-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"8,895732";"9,1647066";"9,3972135";"9,6455696";"10,0540779";"10,7448435"
"Hoboken";"Percentage West-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"0,1697988";"0,2007917";"0,2985499";"0,3797468";"0,5021521";"0,5498485"
"Hoboken";"Percentage Centraal-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"0,3108182";"0,2868453";"0,3156099";"0,3881857";"0,4331751";"0,4747472"
"Hoboken";"Percentage Zuid-Afrikanen (regio)";"?";"?";"?";"?";"?";"?";"?";"0,0086338";"0,0028685";"0,0028433";"0,0056259";"0,0055182";"0,0107288"
"Hoboken";"Percentage Oost-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"0,0172677";"0,0258161";"0,0312767";"0,0337553";"0,0606997";"0,0831478"
"Hoboken";"Percentage Noord-Amerikanen";"?";"?";"?";"?";"?";"?";"?";"0,0575589";"0,0659744";"0,0625533";"0,0562588";"0,0551815";"0,0536438"
"Hoboken";"Percentage Zuid-Amerikanen";"?";"?";"?";"?";"?";"?";"?";"0,1697988";"0,2007917";"0,2132499";"0,2278481";"0,2648714";"0,300405"
"Hoboken";"Percentage OceaniÃ«rs";"?";"?";"?";"?";"?";"?";"?";"0,0115118";"0,0086054";"0,00853";"0,0056259";"0,0055182";"0,0080466"
"Hoboken";"Aantal autochtonen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24322"
"Hoboken";"Aantal allochtonen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12961"
"Hoboken";"Aantal Noord-Europeanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"40"
"Hoboken";"Aantal West-Europeanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1291"
"Hoboken";"Aantal Zuid-Europeanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"657"
"Hoboken";"Aantal Oost-Europeanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1706"
"Hoboken";"Aantal West-Aziaten (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2620"
"Hoboken";"Aantal Centraal-Aziaten (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16"
"Hoboken";"Aantal Zuid-Aziaten (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"101"
"Hoboken";"Aantal Oost-Aziaten (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"240"
"Hoboken";"Aantal Noord-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5566"
"Hoboken";"Aantal West-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"255"
"Hoboken";"Aantal Centraal-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"207"
"Hoboken";"Aantal Zuid-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5"
"Hoboken";"Aantal Oost-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"38"
"Hoboken";"Aantal Noord-Amerikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"23"
"Hoboken";"Aantal Zuid-Amerikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"148"
"Hoboken";"Aantal OceaniÃ«rs (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"x"
"Hoboken";"Aantal allochtonen met onbekende herkomst (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"45"
"Hoboken";"Percentage autochtonen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"65,2361666"
"Hoboken";"Percentage allochtonen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"34,7638334"
"Hoboken";"Percentage Noord-Europeanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,1072875"
"Hoboken";"Percentage West-Europeanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3,4627042"
"Hoboken";"Percentage Zuid-Europeanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,7621972"
"Hoboken";"Percentage Oost-Europeanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4,575812"
"Hoboken";"Percentage West-Aziaten (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7,0273315"
"Hoboken";"Percentage Centraal-Aziaten (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,042915"
"Hoboken";"Percentage Zuid-Aziaten (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,2709009"
"Hoboken";"Percentage Oost-Aziaten (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,643725"
"Hoboken";"Percentage Noord-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14,9290561"
"Hoboken";"Percentage West-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,6839578"
"Hoboken";"Percentage Centraal-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,5552128"
"Hoboken";"Percentage Zuid-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0134109"
"Hoboken";"Percentage Oost-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,1019231"
"Hoboken";"Percentage Noord-Amerikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0616903"
"Hoboken";"Percentage Zuid-Amerikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,3969638"
"Hoboken";"Aantal kinderen bij een gehuwd koppel";"?";"?";"?";"?";"7251";"7299";"7302";"7343";"7338";"7455";"7518";"7782";"8045"
"Hoboken";"Aantal kinderen bij een ongehuwd koppel";"?";"?";"?";"?";"954";"898";"955";"1011";"1098";"1148";"1219";"1277";"1464"
"Hoboken";"Aantal kinderen in een eenoudergezin";"?";"?";"?";"?";"1979";"1934";"1953";"1927";"1895";"1852";"1947";"2028";"2080"
"Hoboken";"Aantal alleenstaanden";"?";"?";"?";"?";"5027";"5051";"5129";"5007";"4953";"5002";"4967";"5093";"4923"
"Hoboken";"Aantal gehuwden zonder kinderen";"?";"?";"?";"?";"7181";"7084";"6992";"6946";"6898";"6864";"6823";"6703";"6606"
"Hoboken";"Aantal gehuwden met kinderen";"?";"?";"?";"?";"7225";"7195";"7178";"7172";"7194";"7225";"7275";"7435";"7567"
"Hoboken";"Aantal samenwonenden zonder kinderen";"?";"?";"?";"?";"1122";"1245";"1247";"1328";"1354";"1453";"1552";"1545";"1618"
"Hoboken";"Aantal samenwonenden met kinderen";"?";"?";"?";"?";"1200";"1363";"1378";"1459";"1536";"1587";"1638";"1670";"1839"
"Hoboken";"Aantal ouders van eenoudergezin";"?";"?";"?";"?";"1259";"1248";"1252";"1258";"1237";"1196";"1262";"1270";"1296"
"Hoboken";"Aantal inwoners gezin zonder familieband";"?";"?";"?";"?";"164";"x";"x";"x";"x";"x";"7";"x";"0"
"Hoboken";"Aantal inwoners collectieve huishoudens";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"243"
"Hoboken";"Aantal andere gezinspositie";"?";"?";"?";"?";"794";"1198";"1273";"1293";"1356";"1385";"1342";"1437";"1602"
"Hoboken";"Percentage kinderen bij een gehuwd koppel";"?";"?";"?";"?";"21,2290666";"21,1467146";"21,067513";"21,1327597";"21,0487063";"21,1970429";"21,1476793";"21,4711401";"21,5781992"
"Hoboken";"Percentage kinderen bij een ongehuwd koppel";"?";"?";"?";"?";"2,7930671";"2,601692";"2,7553376";"2,9096037";"3,1495611";"3,2641456";"3,4289733";"3,5233418";"3,9267226"
"Hoboken";"Percentage kinderen in een eenoudergezin";"?";"?";"?";"?";"5,794004";"5,6031985";"5,6347374";"5,5458025";"5,435718";"5,2658516";"5,4767932";"5,5954089";"5,5789502"
"Hoboken";"Percentage alleenstaanden";"?";"?";"?";"?";"14,7177655";"14,633793";"14,7980381";"14,4098771";"14,2074465";"14,2223486";"13,9718706";"14,051981";"13,2044095"
"Hoboken";"Percentage gehuwden zonder kinderen";"?";"?";"?";"?";"21,0241246";"20,523815";"20,1731102";"19,990215";"19,7865871";"19,5166335";"19,1926864";"18,4940956";"17,7185312"
"Hoboken";"Percentage gehuwden met kinderen";"?";"?";"?";"?";"21,1529453";"20,845405";"20,7097519";"20,6406308";"20,6356491";"20,5430765";"20,464135";"20,5137402";"20,2961135"
"Hoboken";"Percentage samenwonenden met kinderen";"?";"?";"?";"?";"3,513292";"3,9488933";"3,9757646";"4,1989236";"4,4059434";"4,5123685";"4,6075949";"4,6076592";"4,932543"
"Hoboken";"Percentage samenwonenden zonder kinderen";"?";"?";"?";"?";"3,284928";"3,6070228";"3,5978073";"3,8219127";"3,883885";"4,131362";"4,3656821";"4,2627745";"4,3397795"
"Hoboken";"Percentage ouders van een eenoudergezin";"?";"?";"?";"?";"3,6860288";"3,6157145";"3,6122331";"3,6204564";"3,5482761";"3,4006255";"3,5499297";"3,5040283";"3,4761151"
"Hoboken";"Percentage inwoners gezin zonder familieband";"?";"?";"?";"?";"0,4801499";"0,0028972";"0,0028852";"0,0086338";"0,0086054";"0,00853";"0,0196906";"0,0110363";"0"
"Hoboken";"Percentage collectieve huishoudens tov het aantal inwoners";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0,6517716"
"Hoboken";"Percentage andere gezinspositie";"?";"?";"?";"?";"2,3246282";"3,4708541";"3,6728217";"3,7211846";"3,8896219";"3,9380154";"3,7749648";"3,9647942";"4,2968645"
"Wilrijk";"Totaal aantal inwoners";"38102";"38396";"38543";"38582";"38460";"38443";"38577";"38444";"38606";"38978";"39005";"39133";"39894"
"Wilrijk";"Aantal mannen";"18153";"18348";"18450";"18434";"18401";"18411";"18460";"18435";"18547";"18727";"18687";"18716";"19069"
"Wilrijk";"Aantal vrouwen";"19949";"20048";"20093";"20148";"20059";"20032";"20117";"20009";"20059";"20251";"20318";"20417";"20825"
"Wilrijk";"Percentage mannen";"47,6431683";"47,7862277";"47,8686143";"47,7787569";"47,8445138";"47,8916838";"47,8523473";"47,9528665";"48,0417552";"48,0450511";"47,9092424";"47,8266425";"47,7991678"
"Wilrijk";"Percentage vrouwen";"52,3568317";"52,2137723";"52,1313857";"52,2212431";"52,1554862";"52,1083162";"52,1476527";"52,0471335";"51,9582448";"51,9549489";"52,0907576";"52,1733575";"52,2008322"
"Wilrijk";"Bevolkingsdichtheid";"2778,9771221";"2800,4200719";"2811,1415468";"2813,9860197";"2805,0879249";"2803,8480264";"2813,6213437";"2803,9209616";"2815,7364646";"2842,8683603";"2844,8376108";"2854,1733168";"2909,6770066"
"Wilrijk";"Gemiddelde leeftijd";"41,8890872";"41,8586311";"41,8916794";"41,8833135";"42,0366615";"42,1973571";"42,2614252";"42,5028093";"42,5190644";"42,3537124";"42,2987053";"42,1911175";"41,9186845"
"Wilrijk";"Aantal 0 tem 11-jarigen";"4758";"4782";"4764";"4804";"4743";"4765";"4769";"4729";"4728";"4867";"4901";"5058";"5316"
"Wilrijk";"Aantal 12 tem 17-jarigen";"2323";"2333";"2342";"2348";"2410";"2410";"2465";"2423";"2430";"2435";"2430";"2449";"2466"
"Wilrijk";"Aantal 18 tem 24-jarigen";"2926";"3043";"3165";"3170";"3135";"3056";"3043";"3026";"3090";"3112";"3122";"3097";"3230"
"Wilrijk";"Aantal 25 tem 39-jarigen";"8105";"8116";"8038";"8009";"7805";"7684";"7639";"7481";"7526";"7668";"7710";"7698";"7867"
"Wilrijk";"Aantal 40 tem 64-jarigen";"11822";"11914";"12016";"12002";"12080";"12168";"12276";"12428";"12527";"12620";"12585";"12594";"12642"
"Wilrijk";"Aantal 65-plussers";"8168";"8208";"8218";"8249";"8287";"8360";"8385";"8357";"8305";"8276";"8257";"8237";"8373"
"Wilrijk";"Aantal 18 tem 64-jarigen";"22853";"23073";"23219";"23181";"23020";"22908";"22958";"22935";"23143";"23400";"23417";"23389";"23739"
"Wilrijk";"Percentage 0 tem 11-jarigen";"12,4875335";"12,4544223";"12,3602211";"12,4514022";"12,3322933";"12,3949744";"12,3622884";"12,3010093";"12,246801";"12,4865309";"12,5650558";"12,9251527";"13,3253121"
"Wilrijk";"Percentage 12 tem 17-jarigen";"6,0967928";"6,0761538";"6,0763303";"6,0857395";"6,2662507";"6,2690217";"6,3898178";"6,302674";"6,2943584";"6,2471138";"6,2299705";"6,2581453";"6,1813807"
"Wilrijk";"Percentage 18 tem 24-jarigen";"7,6793869";"7,9253047";"8,2116078";"8,2162667";"8,1513261";"7,9494316";"7,8881199";"7,8711893";"8,0039372";"7,983991";"8,004102";"7,9140367";"8,0964556"
"Wilrijk";"Percentage 25 tem 39-jarigen";"21,2718492";"21,1376185";"20,8546299";"20,7583847";"20,2938118";"19,9880342";"19,8019545";"19,4594735";"19,4943791";"19,6726358";"19,7666966";"19,6713771";"19,7197574"
"Wilrijk";"Percentage 40 tem 64-jarigen";"31,0272427";"31,0292739";"31,1755701";"31,1077705";"31,4092564";"31,6520563";"31,8220701";"32,3275414";"32,4483241";"32,3772384";"32,2650942";"32,1825569";"31,6889758"
"Wilrijk";"Percentage 65-plussers";"21,4371949";"21,3772268";"21,3216408";"21,3804365";"21,5470619";"21,7464818";"21,7357493";"21,7381126";"21,5122002";"21,2324901";"21,1690809";"21,0487312";"20,9881185"
"Wilrijk";"Percentage 18 tem 64-jarigen";"59,9784788";"60,0921971";"60,2418079";"60,0824219";"59,8543942";"59,5895221";"59,5121445";"59,6582041";"59,9466404";"60,0338653";"60,0358928";"59,7679708";"59,5051888"
"Wilrijk";"Aantal 0 tem 9-jarigen";"3983";"4002";"3961";"4014";"3959";"3989";"3979";"3920";"3928";"4060";"4115";"4272";"4527"
"Wilrijk";"Aantal 10 tem 19-jarigen";"3989";"3975";"3990";"3976";"3955";"3951";"4054";"4064";"4073";"4105";"4103";"4065";"4132"
"Wilrijk";"Aantal 20 tem 29-jarigen";"4592";"4697";"4735";"4756";"4764";"4761";"4806";"4749";"4811";"4865";"4893";"4910";"5063"
"Wilrijk";"Aantal 30 tem 39-jarigen";"5548";"5600";"5623";"5585";"5415";"5214";"5077";"4926";"4962";"5052";"5052";"5055";"5157"
"Wilrijk";"Aantal 40 tem 49-jarigen";"5202";"5301";"5397";"5395";"5472";"5541";"5548";"5516";"5457";"5423";"5273";"5214";"5208"
"Wilrijk";"Aantal 50 tem 59-jarigen";"4390";"4453";"4567";"4662";"4725";"4737";"4817";"4832";"4864";"4934";"5033";"5098";"5236"
"Wilrijk";"Aantal 60 tem 69-jarigen";"4585";"4444";"4212";"4050";"4010";"3989";"3950";"4009";"4067";"4045";"4062";"4087";"4169"
"Wilrijk";"Aantal 70 tem 79-jarigen";"4148";"4150";"4189";"4200";"4086";"4057";"4001";"3969";"3928";"3944";"3875";"3722";"3577"
"Wilrijk";"Aantal 80 tem 89-jarigen";"1432";"1545";"1623";"1699";"1833";"1930";"2054";"2176";"2253";"2302";"2352";"2404";"2484"
"Wilrijk";"Aantal 90+'ers";"233";"229";"246";"245";"241";"274";"291";"283";"263";"248";"247";"306";"341"
"Wilrijk";"Aantal mannen 0-9 jaar";"2047";"2091";"2064";"2026";"1993";"2029";"2016";"1973";"1992";"2069";"2060";"2121";"2260"
"Wilrijk";"Aantal mannen 10-19 jaar";"2004";"1987";"2006";"2027";"1996";"2019";"2069";"2093";"2119";"2109";"2123";"2116";"2137"
"Wilrijk";"Aantal mannen 20-29 jaar";"2243";"2301";"2301";"2304";"2365";"2338";"2353";"2304";"2323";"2347";"2328";"2348";"2427"
"Wilrijk";"Aantal mannen 30-39 jaar";"2824";"2831";"2871";"2859";"2730";"2635";"2565";"2520";"2531";"2569";"2537";"2511";"2570"
"Wilrijk";"Aantal mannen 40-49 jaar";"2507";"2578";"2610";"2613";"2688";"2726";"2738";"2739";"2717";"2721";"2646";"2584";"2609"
"Wilrijk";"Aantal mannen 50-59 jaar";"2129";"2183";"2230";"2266";"2272";"2278";"2312";"2306";"2324";"2361";"2433";"2478";"2527"
"Wilrijk";"Aantal mannen 60-69 jaar";"2095";"2027";"1932";"1857";"1836";"1834";"1818";"1878";"1924";"1899";"1926";"1943";"1967"
"Wilrijk";"Aantal mannen 70-79 jaar";"1760";"1750";"1789";"1782";"1758";"1755";"1736";"1711";"1680";"1699";"1672";"1604";"1536"
"Wilrijk";"Aantal mannen 80-89 jaar";"478";"541";"585";"637";"695";"728";"778";"837";"866";"882";"897";"928";"951"
"Wilrijk";"Aantal mannen 90+ jaar";"66";"59";"62";"63";"68";"69";"75";"74";"71";"71";"65";"83";"85"
"Wilrijk";"Aantal vrouwen 0-9 jaar";"1936";"1911";"1897";"1988";"1966";"1960";"1963";"1947";"1936";"1991";"2055";"2151";"2267"
"Wilrijk";"Aantal vrouwen 10-19 jaar";"1985";"1988";"1984";"1949";"1959";"1932";"1985";"1971";"1954";"1996";"1980";"1949";"1995"
"Wilrijk";"Aantal vrouwen 20-29 jaar";"2349";"2396";"2434";"2452";"2399";"2423";"2453";"2445";"2488";"2518";"2565";"2562";"2636"
"Wilrijk";"Aantal vrouwen 30-39 jaar";"2724";"2769";"2752";"2726";"2685";"2579";"2512";"2406";"2431";"2483";"2515";"2544";"2587"
"Wilrijk";"Aantal vrouwen 40-49 jaar";"2695";"2723";"2787";"2782";"2784";"2815";"2810";"2777";"2740";"2702";"2627";"2630";"2599"
"Wilrijk";"Aantal vrouwen 50-59 jaar";"2261";"2270";"2337";"2396";"2453";"2459";"2505";"2526";"2540";"2573";"2600";"2620";"2709"
"Wilrijk";"Aantal vrouwen 60-69 jaar";"2490";"2417";"2280";"2193";"2174";"2155";"2132";"2131";"2143";"2146";"2136";"2144";"2202"
"Wilrijk";"Aantal vrouwen 70-79 jaar";"2388";"2400";"2400";"2418";"2328";"2302";"2265";"2258";"2248";"2245";"2203";"2118";"2041"
"Wilrijk";"Aantal vrouwen 80-89 jaar";"954";"1004";"1038";"1062";"1138";"1202";"1276";"1339";"1387";"1420";"1455";"1476";"1533"
"Wilrijk";"Aantal vrouwen 90+ jaar";"167";"170";"184";"182";"173";"205";"216";"209";"192";"177";"182";"223";"256"
"Wilrijk";"Percentage 0 tem 9-jarigen";"10,4535195";"10,4229607";"10,2768337";"10,4038153";"10,2938118";"10,3764014";"10,3144361";"10,1966497";"10,1745843";"10,4161322";"10,5499295";"10,9166177";"11,3475711"
"Wilrijk";"Percentage 10 tem 19-jarigen";"10,4692667";"10,3526409";"10,3520743";"10,3053237";"10,2834113";"10,2775538";"10,5088524";"10,5712205";"10,5501735";"10,5315819";"10,5191642";"10,3876524";"10,3574472"
"Wilrijk";"Percentage 20 tem 29-jarigen";"12,0518608";"12,2330451";"12,2849804";"12,3269919";"12,3868955";"12,3845694";"12,4582005";"12,353033";"12,4617935";"12,4813998";"12,5445456";"12,5469553";"12,6911315"
"Wilrijk";"Percentage 30 tem 39-jarigen";"14,5609154";"14,5848526";"14,5889007";"14,4756622";"14,0795632";"13,5629373";"13,1606916";"12,8134429";"12,8529244";"12,9611576";"12,9521856";"12,9174865";"12,9267559"
"Wilrijk";"Percentage 40 tem 49-jarigen";"13,6528266";"13,8061256";"14,0025426";"13,9832046";"14,2277691";"14,4135473";"14,3816264";"14,3481428";"14,1351085";"13,9129766";"13,5187796";"13,3237932";"13,0545947"
"Wilrijk";"Percentage 50 tem 59-jarigen";"11,5217049";"11,5975622";"11,8491036";"12,0833549";"12,2854914";"12,3221393";"12,4867149";"12,5689314";"12,5990779";"12,6584227";"12,9034739";"13,0273682";"13,1247807"
"Wilrijk";"Percentage 60 tem 69-jarigen";"12,0334891";"11,5741223";"10,9280544";"10,497123";"10,4264171";"10,3764014";"10,2392617";"10,4281552";"10,5346319";"10,3776489";"10,4140495";"10,4438709";"10,450193"
"Wilrijk";"Percentage 70 tem 79-jarigen";"10,8865676";"10,8084175";"10,8683808";"10,8859053";"10,624025";"10,5532867";"10,3714649";"10,3241078";"10,1745843";"10,1185284";"9,9346238";"9,5111543";"8,9662606"
"Wilrijk";"Percentage 80 tem 89-jarigen";"3,7583329";"4,0238567";"4,2108814";"4,4036079";"4,7659906";"5,0204198";"5,3244161";"5,660181";"5,8358804";"5,9058956";"6,0299962";"6,1431528";"6,2265002"
"Wilrijk";"Percentage 90+'ers";"0,6115165";"0,5964163";"0,6382482";"0,6350111";"0,6266251";"0,7127435";"0,7543355";"0,7361357";"0,6812413";"0,6362563";"0,6332521";"0,7819487";"0,8547651"
"Wilrijk";"Percentage mannen 0-9 jaar";"5,3724214";"5,4458798";"5,355058";"5,2511534";"5,1820073";"5,277944";"5,2259118";"5,1321403";"5,1598197";"5,3081225";"5,2813742";"5,419978";"5,6650123"
"Wilrijk";"Percentage mannen 10-19 jaar";"5,2595664";"5,1750182";"5,2045767";"5,2537453";"5,1898076";"5,2519314";"5,3632994";"5,4442826";"5,4887841";"5,4107445";"5,4428919";"5,4072011";"5,3566952"
"Wilrijk";"Percentage mannen 20-29 jaar";"5,8868301";"5,9928118";"5,9699556";"5,9716966";"6,149246";"6,0817314";"6,0994893";"5,9931329";"6,0171994";"6,0213454";"5,9684656";"6,0000511";"6,0836216"
"Wilrijk";"Percentage mannen 30-39 jaar";"7,4116844";"7,3731639";"7,4488234";"7,4101913";"7,0982839";"6,8543038";"6,6490396";"6,5549891";"6,5559758";"6,5908974";"6,5042943";"6,4165794";"6,4420715"
"Wilrijk";"Percentage mannen 40-49 jaar";"6,5797071";"6,7142411";"6,7716576";"6,7725883";"6,9890796";"7,0910179";"7,0974933";"7,1246488";"7,0377662";"6,980861";"6,7837457";"6,6031227";"6,5398306"
"Wilrijk";"Percentage mannen 50-59 jaar";"5,5876332";"5,6854881";"5,7857458";"5,8732051";"5,9074363";"5,9256562";"5,9932084";"5,9983352";"6,0197897";"6,0572631";"6,2376618";"6,3322516";"6,3342859"
"Wilrijk";"Percentage mannen 60-69 jaar";"5,498399";"5,2791957";"5,0125833";"4,8131253";"4,773791";"4,7706995";"4,7126526";"4,8850276";"4,9836813";"4,8719791";"4,9378285";"4,965119";"4,930566"
"Wilrijk";"Percentage mannen 70-79 jaar";"4,6191801";"4,5577664";"4,6415692";"4,6187341";"4,5709828";"4,5652004";"4,5000907";"4,4506295";"4,3516552";"4,3588691";"4,2866299";"4,0988424";"3,850203"
"Wilrijk";"Percentage mannen 80-89 jaar";"1,2545273";"1,4090009";"1,5177853";"1,651029";"1,8070723";"1,8937128";"2,0167457";"2,1771928";"2,2431746";"2,2628149";"2,2997052";"2,3714001";"2,3838171"
"Wilrijk";"Percentage mannen 90+ jaar";"0,1732193";"0,1536618";"0,1608593";"0,1632886";"0,1768071";"0,1794865";"0,1944164";"0,1924878";"0,1839092";"0,182154";"0,1666453";"0,2120972";"0,2130646"
"Wilrijk";"Percentage vrouwen 0-9 jaar";"5,0810981";"4,9770809";"4,9217757";"5,1526619";"5,1118045";"5,0984575";"5,0885243";"5,0645094";"5,0147645";"5,1080096";"5,2685553";"5,4966397";"5,6825588"
"Wilrijk";"Percentage vrouwen 10-19 jaar";"5,2097003";"5,1776227";"5,1474976";"5,0515785";"5,0936037";"5,0256223";"5,145553";"5,1269379";"5,0613894";"5,1208374";"5,0762723";"4,9804513";"5,000752"
"Wilrijk";"Percentage vrouwen 20-29 jaar";"6,1650307";"6,2402334";"6,3150248";"6,3552952";"6,2376495";"6,302838";"6,3587111";"6,3599001";"6,4445941";"6,4600544";"6,57608";"6,5469041";"6,6075099"
"Wilrijk";"Percentage vrouwen 30-39 jaar";"7,149231";"7,2116887";"7,1400773";"7,0654709";"6,9812793";"6,7086336";"6,511652";"6,2584539";"6,2969487";"6,3702601";"6,4478913";"6,5009072";"6,4846844"
